"NOME_MUNICIPIO";"RENDA";"EDUCACAO";"SOBREVIVENCIA";"INFRAESTRUTURA";"Acesso a informação";"HABITACAO";"MOBILIDADE";"MIQL-M";"MIQL-T"
"Glicério";0.5313103589;0.6871302366;0.9332331698;0.720269386;0.6456615101;0.9078634833;0.886857;0.7238517886;0.7451611695
"Guaiçara";0.5327314153;0.712345344;0.9381272439;0.8022727225;0.6782350856;0.9308257322;0.872677;0.7516319241;0.7678374004
"Guaimbê";0.5228616289;0.7014322478;0.929582356;0.7628548038;0.6495389265;0.9344524822;0.815114;0.7351525089;0.7460763747
"Guaíra";0.5384448778;0.7075198105;0.9455515899;0.8811777943;0.6919800182;0.9427594504;0.862139;0.769166769;0.7818078964
"Guapiaçu";0.5412856051;0.6913578633;0.9472258916;0.7946960079;0.6949941026;0.9445986337;0.819214;0.7548061003;0.7636874998
"Guapiara";0.4906757604;0.7002721226;0.9100024295;0.5672066534;0.5704216588;0.8921769805;0.886464;0.6697541117;0.6971201459
"Guará";0.5262407251;0.6934100225;0.9226061944;0.8481079837;0.6371006539;0.9317397687;0.837806;0.743916392;0.75665572
"Guaraçaí";0.5286627256;0.7200221877;0.9274959314;0.7705775165;0.6393765624;0.9408300667;0.860654;0.7395828006;0.7557754363
"Guaraci";0.5303304471;0.7177979443;0.9237592841;0.7876768453;0.6708930605;0.9262092509;0.860085;0.7458239868;0.7611669486
"Guarani d'Oeste";0.5242298516;0.7185650433;0.905290493;0.7806332236;0.6438815316;0.9484805244;0.867308;0.7387704827;0.7558950632
"Guarantã";0.5223474619;0.6798095435;0.9314803592;0.7850150113;0.6420153858;0.9212812223;0.865195;0.7317948421;0.7495119834
"Guararapes";0.5378902054;0.7204755733;0.9314507832;0.8574002886;0.6690280991;0.9523407744;0.840713;0.7629256132;0.7735810952
"Guararema";0.525275758;0.72469728;0.931965899;0.719282163;0.665691398;0.88891537;0.81597;0.729730968;0.7414689672
"Guaratinguetá";0.5445430498;0.75288058;0.9394702056;0.8854779405;0.7489236602;0.933308845;0.858066;0.7874331017;0.7971558594
"Guareí";0.5251469183;0.6770054723;0.9260309728;0.5507064354;0.4826833086;0.4113792337;0.823246;0.5746285747;0.6049135003
"Guariba";0.5324449206;0.7111809594;0.9306399422;0.8715071518;0.6587770213;0.9379294811;0.815753;0.7580584275;0.766043686
"Guarujá";0.5340778159;0.7217287671;0.9365817123;0.8203014302;0.702491662;0.9057572677;0.788313;0.7571671839;0.7615400876
"Guarulhos";0.527162941;0.744147436;0.945626995;0.894093116;0.718731524;0.880640528;0.70217;0.7709247219;0.7607050529
"Guatapará";0.5257644571;0.7031112696;0.9445822051;0.7852794408;0.6559701483;0.9219613391;0.833361;0.7412180886;0.7537296573
"Guzolândia";0.5193564446;0.6985259167;0.9460306888;0.7621409441;0.6201616948;0.954668821;0.819642;0.7328094155;0.744626753
"Herculândia";0.518603898;0.6975084345;0.9511158621;0.7968072922;0.6484182353;0.9473213401;0.875169;0.7431116745;0.7606806122
"Holambra";0.564150778;0.7277436699;0.9324656583;0.734181232;0.7315302337;0.932273351;0.892918;0.7593305686;0.7771149584
"Hortolândia";0.5365047883;0.7206549335;0.9455945011;0.8082150991;0.6971104111;0.8151658822;0.739626;0.7427569735;0.7423088814
"Iacanga";0.540391102;0.7134648614;0.9214940229;0.8062195121;0.6841524616;0.9372753067;0.885602;0.7539475121;0.7714831875
"Iacri";0.526219707;0.6784778822;0.9175674721;0.731046462;0.6336924424;0.9382990592;0.831126;0.7226326835;0.7372182318
"Iaras";0.5083043628;0.6508900093;0.9294673073;0.3584112488;0.3583606032;0.3118251466;0.866594;0.4805586857;0.5227905783
"Ibaté";0.5258374277;0.6959445414;0.94164186;0.8754451722;0.6566614788;0.9261063293;0.796342;0.7538018601;0.7597369769
"Ibirá";0.5397757138;0.6997397541;0.9384865774;0.8106452756;0.6444049079;0.9411955598;0.857673;0.7473796237;0.7622217242
"Ibirarema";0.5255330443;0.6843046818;0.9325605843;0.7981546437;0.6434436055;0.9431480895;0.869272;0.7386703549;0.7560515135
"Ibitinga";0.5443698798;0.7076844584;0.9478018844;0.8814682465;0.7180289511;0.9483599027;0.885041;0.7764774614;0.7911304008
"Ibiúna";0.5240869088;0.6884650768;0.934453233;0.5221788211;0.6181414144;0.8893260826;0.830972;0.6775923389;0.6976348822
"Icém";0.5347188053;0.7167662373;0.9281712987;0.8370557685;0.6321241977;0.9423530387;0.816751;0.749578169;0.7588249596
"Iepê";0.5274145568;0.7105492164;0.9047444091;0.7810514925;0.6522173167;0.9178889492;0.849203;0.7356801753;0.750917564
"Igaraçu do Tietê";0.5307805979;0.6866788679;0.9442371494;0.9010702787;0.7205405137;0.9485267846;0.812554;0.7721519021;0.7777982435
"Igarapava";0.5403627654;0.7145209051;0.9286853804;0.8615462334;0.6791318789;0.9345679263;0.808105;0.7621996709;0.7685943556
"Igaratá";0.5239509205;0.6878330997;0.947520574;0.6175474474;0.6321621721;0.8802252457;0.84182;0.6996956338;0.7184259846
"Iguape";0.5143021076;0.7042609528;0.9220825373;0.6871077184;0.6312626016;0.9096605793;0.876989;0.7133554698;0.7347144621
"Ilha Comprida";0.5269007127;0.7040732386;0.9257871228;0.7388974168;0.6475806247;0.8949643239;0.863338;0.7265356224;0.7446639564
"Ilha Solteira";0.5558563754;0.7568835989;0.9405555701;0.8771887935;0.7248317842;0.9454033486;0.902619;0.7871435315;0.8026881752
"Ilhabela";0.5428365036;0.7288898694;0.9511396535;0.6739878403;0.6564070756;0.9148499818;0.8627;0.7307885613;0.7483196986
"Indaiatuba";0.5615385028;0.7486669354;0.9440167675;0.9007513699;0.7362110303;0.9414295935;0.842281;0.7925144078;0.7994397059
"Indiana";0.5327631125;0.7112055928;0.9455105677;0.7838451889;0.6722233654;0.9413886158;0.846009;0.7498103372;0.7628523763
"Indiaporã";0.5284167797;0.7311701523;0.9203862447;0.7809801009;0.6480121645;0.9431513871;0.887232;0.7440948261;0.7630339185
"Inúbia Paulista";0.5275194646;0.7374465843;0.9339297539;0.7828728775;0.6602958982;0.9241756717;0.862095;0.7468692996;0.7623354409
"Ipaussu";0.5305028691;0.6967623669;0.922258556;0.8576352305;0.6672536291;0.9479626442;0.856799;0.7548053727;0.7685965078
"Iperó";0.5230183063;0.6922948806;0.9248368056;0.6363407889;0.6363748398;0.6306054719;0.818338;0.6637516323;0.6839040729
"Ipeúna";0.5446687312;0.6986062833;0.9450819097;0.8029366007;0.6699810134;0.933755838;0.921319;0.7518569933;0.7740088511
"Ipiguá";0.5320403212;0.6960371251;0.9460102065;0.6747212965;0.6911387558;0.9432006054;0.810597;0.7321966737;0.7429144163
"Iporanga";0.4947992026;0.7122506336;0.9123786469;0.5826540775;0.5380007579;0.8525684792;0.851657;0.6642934693;0.6882955241
"Ipuã";0.532767459;0.6979204558;0.9494140165;0.8507600309;0.6536745566;0.9351766662;0.82433;0.7538939587;0.7635751955
"Iracemápolis";0.5479449646;0.7377333742;0.960188578;0.9085084267;0.731810059;0.9425548699;0.878855;0.7900801435;0.8021908982
"Irapuã";0.530183021;0.6861254259;0.9343282684;0.7964763706;0.6462162641;0.9381610478;0.877449;0.7399337425;0.7581731691
"Irapuru";0.5234319961;0.6944540164;0.9281939418;0.6561849597;0.5390237869;0.4608273682;0.824456;0.6166695335;0.642789716
"Itaberá";0.5004744987;0.6971135537;0.9279380629;0.664077497;0.6196024347;0.9031075315;0.863113;0.702607264;0.7235651458
"Itaí";0.5233258666;0.7001420101;0.9276859629;0.7259915738;0.6105216884;0.6861401445;0.819526;0.6850687201;0.7028335904
"Itajobi";0.5425659862;0.6909958636;0.9531649634;0.7751790669;0.6847457283;0.9495769725;0.889634;0.7514953033;0.7698313109
"Itaju";0.5322477942;0.6841522549;0.9584706717;0.6853003806;0.6707732311;0.9630842222;0.87416;0.7325339167;0.7512663
"Itanhaém";0.5313094665;0.7265104439;0.9375441348;0.7453747144;0.6552836702;0.9078854551;0.833843;0.7371729083;0.7502644262
"Itaóca";0.4877167888;0.7208188604;0.864020515;0.4944725171;0.5445619003;0.872647514;0.882642;0.6440570841;0.6737143884
"Itapecerica da Serra";0.515133927;0.71827615;0.939714793;0.776815553;0.688473878;0.780333124;0.60992;0.724906812;0.7072395932
"Itapetininga";0.5355048682;0.7345357945;0.9394038374;0.8481982873;0.6821748961;0.8142309126;0.845688;0.7472425115;0.7605713158
"Itapeva";0.5191729237;0.7293105942;0.9135870563;0.7828135522;0.640854345;0.9127232531;0.837436;0.7355663948;0.7493228676
"Itapevi";0.511005011;0.710177348;0.936817707;0.846227872;0.661791394;0.886004551;0.67298;0.7433304262;0.7328471004
"Itapira";0.5484170889;0.724782519;0.9411477756;0.8816619108;0.7424218835;0.9370072452;0.865349;0.7824298014;0.7937702169
"Itapirapuã Paulista";0.4776587687;0.7063132029;0.9296193306;0.5471409898;0.5096838601;0.8813875773;0.840172;0.6523758572;0.676384491
"Itápolis";0.541942298;0.7041769052;0.9384085052;0.8463864614;0.6974423466;0.957007895;0.860318;0.7661901253;0.7789785035
"Itaporanga";0.5125927482;0.6918574601;0.8985315393;0.7247660647;0.6439311706;0.9095570743;0.840226;0.7164704412;0.7329657531
"Itapuí";0.5376588832;0.6878016609;0.9371818135;0.8534838059;0.687712213;0.9357145766;0.88109;0.7584434747;0.7748592078
"Itapura";0.516201079;0.7100508114;0.9197500563;0.6603741079;0.6479411343;0.9261234825;0.833516;0.7149825471;0.7308232736
"Itaquaquecetuba";0.504978561;0.705657507;0.936656461;0.848583393;0.650434283;0.888342069;0.64688;0.7395841074;0.7255685491
"Itararé";0.5124272132;0.6991683754;0.9150292006;0.8183168173;0.6301360469;0.9120775479;0.878177;0.7322725371;0.7515285879
"Itariri";0.5025267665;0.6789916556;0.9195576186;0.6510107474;0.5957361549;0.8683988319;0.832335;0.687586469;0.7066108442
"Itatiba";0.5604355592;0.7341648454;0.9477939908;0.8526092854;0.7318058136;0.9394317453;0.845105;0.7819411356;0.7906669334
"Itatinga";0.5247846013;0.6925838375;0.9464625032;0.7983671335;0.6349821335;0.8997739009;0.807331;0.7344164557;0.7444150528
"Itirapina";0.5390924837;0.6939778865;0.9443994638;0.6507471523;0.5680211125;0.4319093431;0.890317;0.6192827728;0.6522457187
"Itirapuã";0.5182612801;0.6844189168;0.9268402516;0.7513103935;0.6368311436;0.9012507988;0.85121;0.7220947176;0.7392651721
"Itobi";0.5316118683;0.6780273647;0.9240664884;0.795077372;0.660688615;0.9152023783;0.883456;0.7369048438;0.756248925
"Itu";0.5539392411;0.744437373;0.9432424846;0.8371493864;0.7273305607;0.9251705896;0.841806;0.7764468132;0.7854635591
"Itupeva";0.5485283399;0.7271829339;0.9535554706;0.7971076805;0.6873969951;0.9198656227;0.837503;0.7593458441;0.7700478766
"Ituverava";0.5461113496;0.7354772242;0.9293382892;0.887904194;0.7131522334;0.9541407632;0.860581;0.7801848468;0.791192939
"Jaborandi";0.5248484623;0.6882162234;0.9462047754;0.8194941531;0.6680042392;0.9193070809;0.843843;0.7457414376;0.759024686
"Jaboticabal";0.5481670517;0.7427918779;0.941700612;0.9147362568;0.734633686;0.9347758986;0.877785;0.7887896333;0.8009282593
"Jacareí";0.5440546641;0.7503833857;0.9396720707;0.895550016;0.7267657155;0.929941179;0.793965;0.7839835868;0.7854017833
"Jaci";0.5341987767;0.7049621136;0.9497316643;0.7723369594;0.6622215458;0.9432268596;0.911897;0.7461325356;0.7678264943
"Jacupiranga";0.5166729967;0.7084477483;0.9423186769;0.6701334492;0.6250122336;0.8981090117;0.852786;0.711513879;0.7301633757
"Jaguariúna";0.5554758568;0.7502682115;0.9465988493;0.8717715482;0.7297266466;0.9414228111;0.86872;0.786259465;0.7975420519
"Jales";0.5453859661;0.7417759381;0.9356966516;0.8629217261;0.7014706212;0.9611192719;0.895851;0.7771025341;0.7930504559
"Jambeiro";0.5356695993;0.726640865;0.9419499708;0.6606171918;0.658035739;0.9187649368;0.871147;0.7260079952;0.7451583155
"Jandira";0.527754157;0.731461216;0.942964371;0.892019311;0.703766732;0.911268082;0.7205;0.7698886193;0.7626310502
"Jardinópolis";0.534870428;0.7021839736;0.934938939;0.8644822521;0.6921778591;0.942039321;0.838139;0.7634037002;0.7736576102
"Jarinu";0.5358579931;0.7110636668;0.9339673297;0.5678289429;0.649416708;0.8924066033;0.813077;0.6994643869;0.7146668162
"Jaú";0.5548518999;0.7220086276;0.9526542683;0.9223723668;0.7518677663;0.9393072361;0.891723;0.7929607663;0.8063699031
"Jeriquara";0.5239675995;0.6998999906;0.9263983025;0.7636722666;0.5981087502;0.9381048665;0.870581;0.7252918362;0.7444591046
"Joanópolis";0.532189353;0.6928008707;0.9316533796;0.6886596391;0.6511924338;0.9021669569;0.884973;0.7197057579;0.7412760752
"João Ramalho";0.5302009868;0.707209364;0.9257655018;0.7682363252;0.670201848;0.93001826;0.808451;0.7415041347;0.7507173483
"José Bonifácio";0.5452224357;0.7194465303;0.9334834198;0.8133891823;0.6749237784;0.9448606937;0.875006;0.7581700519;0.7738533795
"Júlio Mesquita";0.5153731714;0.7213210169;0.9351983848;0.8217060772;0.6134992788;0.9308906421;0.771964;0.7392032941;0.7437968661
"Jumirim";0.5414003428;0.6908430142;0.9398690992;0.6632732595;0.6844939916;0.9412420417;0.91794;0.7291017137;0.7534901385
"Jundiaí";0.5715039108;0.7612481979;0.9488550829;0.9035396134;0.7585229466;0.9409864532;0.797851;0.8020610827;0.8014582849
"Junqueirópolis";0.5378437618;0.703839033;0.9197611823;0.7912199424;0.6566875312;0.6707822619;0.878683;0.7036235298;0.7263148222
"Juquiá";0.5074512393;0.6943991293;0.9167466487;0.6306572996;0.6191486772;0.8915916967;0.858998;0.694759565;0.7161432595
"Juquitiba";0.506097411;0.71787452;0.93595005;0.636715014;0.626510005;0.867939651;0.78714;0.7000832058;0.7119039784
"Lagoinha";0.520293292;0.6713923139;0.9037137487;0.6502706606;0.6201894885;0.8995288449;0.856613;0.6968642567;0.7177172751
"Laranjal Paulista";0.544767333;0.7092532999;0.9423842161;0.8194001066;0.7137132996;0.9575278623;0.887404;0.7671882486;0.7833093139
"Lavínia";0.5315673319;0.6710419668;0.9181434515;0.3679177677;0.3279575084;0.2659307514;0.824441;0.46801442;0.5074436887
"Lavrinhas";0.501420105;0.7337037728;0.9261760586;0.8104000887;0.680772368;0.8804104558;0.826848;0.7409696839;0.752669028
"Leme";0.5365491899;0.7095653263;0.940265333;0.8986343812;0.6961006315;0.9266863313;0.826413;0.7694375225;0.7773298223
"Lençóis Paulista";0.5465049368;0.7248998315;0.9375947025;0.9018173167;0.7375112654;0.9472920507;0.865458;0.7850121751;0.796029556
"Limeira";0.5486421228;0.7375423165;0.9455521835;0.9049321268;0.7329622669;0.9388125414;0.844328;0.7873593999;0.7952561598
"Lindóia";0.5414914247;0.7075947453;0.9566926962;0.7995631148;0.6696482378;0.9511759139;0.889812;0.7559936734;0.7738015647
"Lins";0.5516436716;0.7563675166;0.9352305195;0.9172851086;0.7390479987;0.9236689196;0.866467;0.7906796897;0.8010864038
"Lorena";0.5361161821;0.7508661107;0.9260875597;0.8917687711;0.7234735263;0.9178641665;0.867566;0.7774177725;0.7896985313
"Lourdes";0.5310564933;0.7141202098;0.9310087832;0.7591206499;0.6588948824;0.902716449;0.789715;0.7363608441;0.7437562771
"Louveira";0.5538883946;0.7327596331;0.9557049926;0.8239032235;0.6906521971;0.9298034705;0.878229;0.7680197765;0.7828737692
"Lucélia";0.5378113463;0.7336067143;0.9283402469;0.8296681345;0.6516017251;0.6618626364;0.858799;0.7127039344;0.7319443568
"Lucianópolis";0.5346272705;0.683501178;0.934987608;0.7390890078;0.6474152662;0.9422583003;0.898686;0.732162779;0.7539142976
"Luís Antônio";0.5337001654;0.7087895603;0.9351315538;0.8556692187;0.6930861382;0.9445905096;0.838849;0.7635497575;0.7738780886
"Luiziânia";0.5276209341;0.6625112843;0.9310044925;0.8093433369;0.6235421863;0.9321819957;0.77218;0.7314102975;0.7371000226
"Lupércio";0.5231286905;0.7144053311;0.9164942516;0.8042418045;0.6593845112;0.942815925;0.866858;0.745199482;0.7614734171
"Lutécia";0.5171909891;0.7175428456;0.9127734005;0.728468611;0.6639425742;0.9374085123;0.8429;0.7317937056;0.7467208811
"Macatuba";0.5392727681;0.7112191699;0.9368252333;0.8762060534;0.6966297586;0.943855616;0.850767;0.7691258239;0.780290695
"Macaubal";0.5366606639;0.6993163697;0.9427613914;0.7955635068;0.6596652522;0.9491395122;0.829167;0.7487737778;0.7597626981
"Macedônia";0.5314557477;0.7008628706;0.9419238467;0.6794466045;0.6408942462;0.9553655111;0.875205;0.7256121335;0.7453046971
"Magda";0.5361669783;0.7191432434;0.9137951495;0.7792440237;0.6745504029;0.9645177559;0.888818;0.7504591749;0.7688206481
"Mairinque";0.5354347933;0.7227722345;0.9337324329;0.7459843348;0.6772892155;0.9066164702;0.8114;0.7409854172;0.7506575427
"Mairiporã";0.530495988;0.742005041;0.946557106;0.699150625;0.712926382;0.895339797;0.7676;0.7415489953;0.7452157244
"Manduri";0.5365728262;0.7032395992;0.9177409538;0.7936347125;0.6830583646;0.9277822774;0.844893;0.7473019366;0.760520971
"Marabá Paulista";0.5126340869;0.6845175998;0.9217862445;0.4503759686;0.4658361857;0.3804772713;0.858871;0.5436589957;0.5803609747
"Maracaí";0.5329300145;0.7298739879;0.9269036209;0.796741874;0.6725579921;0.9412788581;0.87017;0.7526961968;0.7684533194
"Marapoama";0.543429307;0.6897054565;0.9521223702;0.7834428387;0.675558997;0.9686788771;0.920452;0.7534567345;0.7753159578
"Mariápolis";0.5235460997;0.7040188234;0.9432183246;0.743630249;0.6273850403;0.9426865842;0.716408;0.7312541217;0.7291145582
"Marília";0.5490732645;0.761077317;0.9389455332;0.9127110055;0.7401652971;0.9020387064;0.854497;0.7878274512;0.7970233197
"Marinópolis";0.521755175;0.7101113813;0.9280218915;0.7323124775;0.6826786766;0.9439465923;0.902812;0.738530795;0.7600284578
"Martinópolis";0.528551214;0.6894334341;0.9400069603;0.8033489625;0.6500237652;0.7132784578;0.823396;0.7095241424;0.7247724694
"Matão";0.5440421002;0.729486582;0.9382640774;0.9099783753;0.7228784138;0.946607013;0.860019;0.7838028265;0.7942626538
"Mauá";0.525237488;0.737262708;0.945275782;0.91010846;0.714047323;0.892118075;0.67727;0.7723186101;0.7579641957
"Mendonça";0.5406703233;0.6878580894;0.941400676;0.7583299583;0.6797456288;0.9565877298;0.878701;0.7462011059;0.7638298667
"Meridiano";0.5363045124;0.6852280878;0.9361091125;0.7167893657;0.6926949748;0.9151159715;0.905945;0.7339454814;0.7563562099
"Mesópolis";0.5229578854;0.6954153637;0.9379578132;0.7166093892;0.6263952526;0.9687416028;0.826667;0.7275656735;0.7409601123
"Miguelópolis";0.5286033607;0.7051049589;0.9454718235;0.7959999265;0.6456794268;0.9285207934;0.835379;0.7429489644;0.7554990464
"Mineiros do Tietê";0.5405305776;0.6991418177;0.9216519519;0.8666313377;0.688429889;0.9345328941;0.845993;0.7609805068;0.7725809488
"Mira Estrela";0.5300507708;0.6969200914;0.9227012669;0.7478875907;0.680440857;0.9571246018;0.911262;0.7413548395;0.7635343406
"Miracatu";0.5036185323;0.7024665094;0.9287797032;0.5954948442;0.6147827008;0.8637686785;0.850485;0.6856558565;0.7070855646
"Mirandópolis";0.5377902814;0.730402228;0.9473688726;0.7531595876;0.6539300335;0.5658701192;0.841817;0.6854432975;0.7058639225
"Mirante do Paranapanema";0.5070427623;0.7075132237;0.9229607021;0.6089879696;0.6261666647;0.9203024407;0.826198;0.6985517714;0.7155019446
"Mirassol";0.547998853;0.7310757795;0.9504403023;0.8885098915;0.7132890638;0.9616390891;0.874292;0.7839128888;0.7962283179
"Mirassolândia";0.5305527529;0.7013191503;0.9234755835;0.737342821;0.639464072;0.9505030156;0.826349;0.7321242609;0.7448966866
"Mococa";0.5400969271;0.7325871242;0.9373084158;0.8486797033;0.6854808415;0.9174146284;0.865522;0.7634015728;0.7772170957
"Mogi das Cruzes";0.531719873;0.755160521;0.939192585;0.852151709;0.724662332;0.910543558;0.7603;0.7722152244;0.7705016846
"Mogi Guaçu";0.5443968084;0.7284476908;0.9402626574;0.8975836128;0.7377109328;0.9534495062;0.851769;0.7857848665;0.7948885772
"Moji Mirim";0.5501972976;0.7390705277;0.9442196112;0.8850211202;0.7493095358;0.9297033352;0.861575;0.7865133636;0.796822134
"Mombuca";0.522374251;0.6719293067;0.926984722;0.7501594914;0.6475034914;0.9158402439;0.876113;0.7246009426;0.7445246316
"Monções";0.5385661501;0.7172451724;0.9144936279;0.7683479597;0.643838967;0.97522378;0.896216;0.7445967604;0.7645747217
"Mongaguá";0.5317911175;0.7182925097;0.9388220677;0.8220067732;0.6940073773;0.7961666764;0.81415;0.7390007246;0.7492959293
"Monte Alegre do Sul";0.5486363578;0.7113378409;0.9336125802;0.7374283395;0.6956595159;0.9447151084;0.868899;0.7490154358;0.7650714333
"Monte Alto";0.5465290467;0.7298947209;0.9395796635;0.8936872073;0.7517259179;0.9512202373;0.902311;0.7880532014;0.8034440515
"Monte Aprazível";0.5537976145;0.7369343699;0.9440691662;0.831038407;0.6904231168;0.9469253381;0.848129;0.7705591419;0.7811902698
"Monte Azul Paulista";0.5384099228;0.6976940336;0.934985526;0.8485683783;0.6992541063;0.9385118572;0.87624;0.7618873525;0.7772608775
"Monte Castelo";0.5346258062;0.7019331768;0.9136128286;0.7336133226;0.6384996176;0.9521592028;0.852354;0.7312640379;0.7474476095
"Monte Mor";0.5319380976;0.7117936474;0.9393060286;0.7749551804;0.6535975176;0.9116670761;0.766673;0.7400156891;0.7437663628
"Monteiro Lobato";0.5246142329;0.7016460345;0.8969366003;0.5667570873;0.646722092;0.8718248875;0.833031;0.6874017522;0.7065324919
"Morro Agudo";0.5319248655;0.6855374653;0.9445061334;0.8572671435;0.6573425817;0.9217934134;0.816165;0.75065083;0.7596777338
"Morungaba";0.5401922052;0.7033675204;0.9338301185;0.7643403161;0.6885305092;0.9219804965;0.871693;0.7458560756;0.7626542213
"Motuca";0.5230164075;0.7036513871;0.9477301402;0.7436152555;0.6758412616;0.9118501354;0.828436;0.7366802086;0.7491380461
"Murutinga do Sul";0.5298843056;0.7314322812;0.9449564717;0.6653705805;0.663831495;0.9418486647;0.885949;0.7308219673;0.7511973377
"Nantes";0.5186498779;0.725777975;0.9011976805;0.7759623601;0.6439957509;0.948903808;0.883368;0.7374637251;0.7567297457
"Narandiba";0.5181313656;0.6955942328;0.9325024419;0.67734803;0.6177189647;0.9091600381;0.808315;0.709765409;0.7230717161
"Natividade da Serra";0.5111235909;0.6816388177;0.9115591594;0.5235942888;0.5758580037;0.8987697164;0.861332;0.6644627508;0.6895577304
"Nazaré Paulista";0.5225666826;0.6704897842;0.9428649353;0.5235755112;0.6345909863;0.905206841;0.828851;0.6805615409;0.6999987576
"Neves Paulista";0.5459703937;0.7235000467;0.9393805171;0.8216433603;0.6935738395;0.9588092519;0.87017;0.7664660316;0.7804874789
"Nhandeara";0.5447188015;0.7132662135;0.9437389875;0.7709172209;0.6968343383;0.9190118643;0.877848;0.7521233192;0.7689163444
"Nipoã";0.5342283005;0.6971109068;0.9268032379;0.7844570641;0.6160993042;0.9212949664;0.881263;0.7318787724;0.7515587239
"Nova Aliança";0.5366750073;0.7016015124;0.943649047;0.7831947544;0.6782653458;0.9618639808;0.834972;0.7524874172;0.7637522115
"Nova Campina";0.4853328156;0.6801422672;0.9184853423;0.6346873516;0.5638531415;0.906691722;0.847821;0.6794375188;0.7012710374
"Nova Canaã Paulista";0.5246774399;0.6742202007;0.9293466999;0.5935861425;0.6460625001;0.9442085397;0.860941;0.70137404;0.7222164217
"Nova Castilho";0.5288832157;0.7003185159;0.9251134749;0.6542014413;0.6138510473;0.9506175383;0.936087;0.7124785383;0.7408097762
"Nova Europa";0.5421548698;0.7145428273;0.9471178715;0.8411304471;0.6414227997;0.9581197066;0.851555;0.7579906754;0.7706995865
"Nova Granada";0.5368591666;0.7094114973;0.9222160889;0.8189381621;0.6467865946;0.9470338896;0.805323;0.7487350347;0.75656881
"Nova Guataporanga";0.5335335705;0.6990128065;0.9094560605;0.7777613896;0.6385038635;0.9689032809;0.867155;0.7392417561;0.7562892952
"Nova Independência";0.525529766;0.7092935;0.9432028009;0.7193703978;0.6321046651;0.9423217634;0.90009;0.7294488772;0.7516859668
"Nova Luzitânia";0.5375076137;0.7263008179;0.9303688531;0.8117758236;0.6186321429;0.9611761899;0.788084;0.7481200929;0.753702682
"Nova Odessa";0.5529028904;0.7484076516;0.9535064535;0.9158005031;0.7222037292;0.9387789527;0.846208;0.791022999;0.7986805587
"Novais";0.5270662993;0.669145807;0.9302341879;0.7898685358;0.6073801623;0.911480677;0.775504;0.7235305361;0.7307364102
"Novo Horizonte";0.5414776412;0.7191810918;0.9439101739;0.8493258673;0.6744778672;0.9475870521;0.874214;0.7644253922;0.7792219862
"Nuporanga";0.5407016396;0.7115957259;0.9506872886;0.8366980237;0.7026908076;0.9367792946;0.903994;0.7656550779;0.7840392291
"Ocauçu";0.5268709877;0.6918946996;0.9445898956;0.7454045188;0.6390103595;0.9438917879;0.847273;0.73277102;0.7481284217
"Óleo";0.5359804699;0.6836080483;0.9356184664;0.7228418529;0.64184773;0.9540856278;0.837646;0.7303307643;0.7447756024
"Olímpia";0.5434763144;0.7395257889;0.9433749572;0.8682783363;0.7284327744;0.9482158393;0.85301;0.7812601204;0.7911282006
"Onda Verde";0.5334054287;0.7152755309;0.9524242076;0.7567062649;0.6640358216;0.9469736222;0.85402;0.7463966086;0.7608982223
"Oriente";0.5329186546;0.7518548232;0.9395555808;0.8319700552;0.6968759438;0.9444093548;0.873183;0.7685818769;0.7827202813
"Orindiúva";0.5407770407;0.7213693731;0.9345191148;0.8052045501;0.6755035209;0.9546266171;0.896033;0.7577429743;0.7761081006
"Orlândia";0.5476443227;0.7255166937;0.950448926;0.8999373477;0.7308471612;0.9440974888;0.878621;0.785274951;0.7979768499
"Osasco";0.536790471;0.749563414;0.946707582;0.893936134;0.737571074;0.912376913;0.70764;0.7822620857;0.7711383374
"Oscar Bressane";0.530707844;0.7208725184;0.9520345867;0.7649067678;0.6621056041;0.9778889566;0.876868;0.7516782809;0.7684037255
"Osvaldo Cruz";0.5410769309;0.7310981933;0.9344330893;0.8630857726;0.7113215616;0.7817913065;0.881759;0.7496046712;0.7671958227
"Ourinhos";0.5439206227;0.733313824;0.9402873822;0.9081690221;0.7174942175;0.9423545614;0.866976;0.7829143237;0.7944046668
"Ouro Verde";0.518734796;0.6770739141;0.9103518862;0.7602444743;0.6275649856;0.9495237235;0.78522;0.724688594;0.7330414935
"Ouroeste";0.5362272257;0.7402414091;0.9442401388;0.8107757622;0.6712151916;0.9416161579;0.899009;0.7595800013;0.7780890617
"Pacaembu";0.5320848701;0.6656146213;0.9297556845;0.675506221;0.5661735568;0.4537643549;0.823088;0.6206265058;0.6461701383
"Palestina";0.5379732434;0.6909714659;0.9402511171;0.7636212219;0.6453154555;0.9453845884;0.824078;0.7389593302;0.750558428
"Palmares Paulista";0.5345598986;0.6886701274;0.9414389149;0.8370655098;0.6210060884;0.9328139253;0.770738;0.7428623518;0.7467819939
"Palmeira d'Oeste";0.536447353;0.7246034378;0.9187005602;0.7237131808;0.6455897859;0.9561578161;0.875718;0.7364484714;0.754898135
"Palmital";0.5383386773;0.7111778696;0.9395554472;0.8419229061;0.7047949234;0.9501525844;0.887366;0.7665034484;0.7827051817
"Panorama";0.529120063;0.6993708905;0.9127094184;0.843841696;0.6404899077;0.9258351369;0.908468;0.7435614643;0.7651461744
