"NOME_MUNICIPIO";"RENDA";"EDUCACAO";"SOBREVIVENCIA";"INFRAESTRUTURA";"Acesso a informação";"HABITACAO";"MOBILIDADE";"MIQL-M";"MIQL-T"
"Paraguaçu Paulista";0.5329254801;0.7250270004;0.924379011;0.8415135841;0.6898320955;0.8024816601;0.844448;0.7416262001;0.7555104415
"Paraibuna";0.5258519685;0.7036704754;0.9255200776;0.6091222109;0.6352913312;0.9016884462;0.829692;0.7018194899;0.718803067
"Paraíso";0.5460932405;0.7012386053;0.9291619254;0.7911321013;0.6745994949;0.9583441097;0.845706;0.7527892697;0.7654102538
"Paranapanema";0.5256417521;0.697061348;0.9275050559;0.7446003601;0.6227900295;0.9199180987;0.862847;0.7247950183;0.74307413
"Paranapuã";0.5307517193;0.683783966;0.9285841378;0.7979925539;0.6258412131;0.9597772513;0.908658;0.7379792864;0.7602426193
"Parapuã";0.5286017295;0.7109507753;0.9150270457;0.7778681092;0.6688342837;0.9327690548;0.874311;0.7419935173;0.7595929828
"Pardinho";0.5348501303;0.708777868;0.9355837717;0.6967427688;0.6788556791;0.9200726269;0.863072;0.7324019551;0.7497817352
"Pariquera-Açu";0.5217484454;0.7131464329;0.931729566;0.6837036248;0.6278231114;0.9042827449;0.882563;0.7158519242;0.7375850883
"Parisi";0.5375700203;0.6415542991;0.9446316577;0.7550435737;0.6391202664;0.941100179;0.902361;0.7272553132;0.7500179826
"Patrocínio Paulista";0.5294525647;0.7140175913;0.9286782223;0.7443234765;0.6707231252;0.9237725887;0.840858;0.7382643256;0.7521160408
"Paulicéia";0.525735069;0.6994330497;0.9217763572;0.7060577666;0.65882176;0.9327434483;0.883778;0.726526578;0.747149415
"Paulínia";0.5632468327;0.7580596472;0.9425669248;0.8898953868;0.7443414429;0.9369273106;0.836974;0.7935760722;0.7996352078
"Paulistânia";0.520483377;0.6954700189;0.9321976702;0.6568888464;0.6259570795;0.9390536028;0.815233;0.7120109719;0.7259153519
"Paulo de Faria";0.5299466974;0.6965070739;0.9097767954;0.8053691541;0.6059491411;0.9177893293;0.808672;0.7292522726;0.7401015396
"Pederneiras";0.5368346923;0.7159042189;0.9369660935;0.8557653354;0.6854452956;0.9328422795;0.857197;0.7628266325;0.7756436591
"Pedra Bela";0.5210664851;0.70802127;0.9011072849;0.4255542744;0.6119107629;0.8834765946;0.884812;0.6515168825;0.6806361423
"Pedranópolis";0.5324902862;0.6790573831;0.9334928095;0.6847279648;0.6289992426;0.9557064506;0.891224;0.7196759248;0.7419954562
"Pedregulho";0.5295439359;0.6943940505;0.9383855474;0.74137493;0.6851554442;0.9204184392;0.849627;0.7378197394;0.7528427545
"Pedreira";0.5489671476;0.7144329312;0.9511437993;0.9090767741;0.7212667093;0.9348418727;0.894921;0.7819844215;0.797200597
"Pedrinhas Paulista";0.5335247235;0.7448062726;0.9211520084;0.7824466913;0.6909131527;0.9504307155;0.886363;0.7569281265;0.774191675
"Pedro de Toledo";0.5105121879;0.6941338323;0.9270732706;0.6427899698;0.5995666304;0.886091809;0.830729;0.6944773867;0.7124798315
"Penápolis";0.545213658;0.7298916049;0.9396864319;0.8846984388;0.7078413019;0.9456507086;0.868602;0.7778186056;0.7901822242
"Pereira Barreto";0.5334482267;0.7331901591;0.9184604641;0.8431242177;0.6856576441;0.9491790655;0.867988;0.7628738609;0.7770723335
"Pereiras";0.5381783383;0.682839933;0.9236321867;0.7254363499;0.6703936259;0.9405941853;0.89781;0.7331271061;0.7546601941
"Peruíbe";0.5332257844;0.7197901644;0.9272692407;0.7589856033;0.6457618528;0.9031054116;0.851256;0.7348993762;0.7504932314
"Piacatu";0.5208845451;0.7137455743;0.9411251569;0.8144753529;0.6648389074;0.9309498962;0.813919;0.7488741288;0.7578378763
"Piedade";0.5224000506;0.7045036366;0.9282029349;0.5591367849;0.6197382604;0.8915774929;0.858904;0.6874415999;0.7096616794
"Pilar do Sul";0.5190709647;0.6829744742;0.9372414038;0.738623351;0.631144571;0.9025230235;0.893206;0.7204139958;0.7428833762
"Pindamonhangaba";0.5395181374;0.749170527;0.9379434475;0.8932049293;0.7154555768;0.9285860727;0.840392;0.7798658253;0.7882379148
"Pindorama";0.5426143351;0.703007582;0.9537741317;0.8538648298;0.682527095;0.9159607098;0.85818;0.7609926224;0.7741717068
"Pinhalzinho";0.5345262822;0.6934269688;0.9241025123;0.5880561315;0.6776288477;0.9344293649;0.855918;0.7094816733;0.7287570178
"Piquerobi";0.5155357321;0.6932634364;0.9237473466;0.684617107;0.6652016921;0.9116068565;0.874886;0.7180474724;0.7386012853
"Piquete";0.5287786168;0.7402437652;0.9244175157;0.8279714841;0.7033741868;0.9215093783;0.825819;0.7609738429;0.7699159568
"Piracaia";0.5337732519;0.7042669379;0.9452712249;0.6866004009;0.6674534145;0.8894584828;0.837686;0.7246865591;0.7398443415
"Piracicaba";0.5593610658;0.7412643899;0.9438535251;0.9297513048;0.7490160331;0.938727752;0.82594;0.796760735;0.8008652216
"Piraju";0.5407217422;0.7318827091;0.9212522266;0.8292967629;0.7180349896;0.9316972363;0.866393;0.7661621784;0.7797375619
"Pirajuí";0.5381137908;0.7125714482;0.9212422074;0.7482314971;0.630177306;0.5359242439;0.863562;0.6685179703;0.6934194282
"Pirangi";0.5456690219;0.7149815499;0.9330128592;0.8249872995;0.6788602921;0.9330074175;0.889125;0.7583518576;0.7757844141
"Pirapora do Bom Jesus";0.506472867;0.716554897;0.937644617;0.803255533;0.626538266;0.872448603;0.76343;0.7284462566;0.733344028
"Pirapozinho";0.5341247882;0.7330678251;0.9243018137;0.8636891855;0.7108119825;0.9380749295;0.822578;0.7700018018;0.7773017552
"Pirassununga";0.5586567258;0.7532178383;0.9429934722;0.8854150332;0.753750981;0.9443585252;0.866221;0.7937449959;0.8037150512
"Piratininga";0.5496957015;0.7448658999;0.9363454808;0.7858947092;0.7012832329;0.9269432315;0.849995;0.7620636591;0.7740451054
"Pitangueiras";0.5304925961;0.7057717891;0.9460262219;0.8650360995;0.6501732618;0.927506898;0.847356;0.7546945496;0.7672840495
"Planalto";0.5252893215;0.7005734282;0.9884179612;0.7540529513;0.6071302219;0.9384150684;0.862043;0.7339141399;0.7509804601
"Platina";0.5170535581;0.6940671434;0.917564163;0.7186428278;0.631637323;0.9328196396;0.882239;0.7200986612;0.7412951895
"Poá";0.521190638;0.755672299;0.94297586;0.92501791;0.719602758;0.907381223;0.69406;0.779490043;0.7666702928
"Poloni";0.548661707;0.7183544028;0.9306504839;0.8123780259;0.6628673166;0.9533518535;0.892521;0.757085045;0.7750954846
"Pompéia";0.5447782377;0.7498856881;0.939814352;0.8609318161;0.7297200428;0.9376706313;0.884527;0.7805583473;0.7946270278
"Pongaí";0.5374723024;0.7081201678;0.9416891171;0.7745176901;0.6564310479;0.9651162208;0.867424;0.7485057008;0.7644395679
"Pontal";0.5330289755;0.6908995076;0.9377024833;0.8803327987;0.619129647;0.9172534805;0.835102;0.7462049114;0.7583001873
"Pontalinda";0.5253796111;0.6895469049;0.9242060066;0.7503632471;0.660141055;0.9431258458;0.755381;0.7340302531;0.7370430083
"Pontes Gestal";0.5339502416;0.7212806944;0.9153083202;0.7738544319;0.6393556497;0.9682452288;0.913171;0.7434639968;0.7656247535
"Populina";0.5312794958;0.688517289;0.9220190081;0.7671563971;0.6162008448;0.9352562627;0.845627;0.7282029503;0.7439223989
"Porangaba";0.525762278;0.6791812626;0.9335162088;0.5925357987;0.6529110396;0.9237260934;0.873102;0.7014576673;0.7237389883
"Porto Feliz";0.5419563131;0.7267254668;0.9400712352;0.8227356565;0.701153277;0.9080987142;0.830329;0.7608229923;0.7703843034
"Porto Ferreira";0.5426159071;0.7291251352;0.9444095199;0.9076474223;0.7260011105;0.9407864495;0.875499;0.7836703412;0.7961740475
"Potim";0.5153903049;0.6809100183;0.9263071266;0.750926304;0.5565432884;0.4694802233;0.881484;0.6320951004;0.6628504695
"Potirendaba";0.5467779791;0.6948588755;0.9531836767;0.8296512259;0.6726985556;0.9523547569;0.848626;0.75985928;0.7719477562
"Pracinha";0.5161888258;0.6241795975;0.8840390532;0.3247762423;0.2536674293;0.2407591084;0.831554;0.4220237422;0.4649603998
"Pradópolis";0.5407696908;0.7016060988;0.941213529;0.8407008128;0.64491892;0.9173142666;0.820576;0.7497384178;0.7594707592
"Praia Grande";0.5423842753;0.7309066096;0.9321625831;0.8794346903;0.7026868851;0.920087516;0.767143;0.7710381569;0.7704804973
"Pratânia";0.5246424173;0.6749946495;0.9044592576;0.7505268443;0.6293673707;0.9124997589;0.832917;0.7189124287;0.7341896191
"Presidente Alves";0.5281481158;0.7063645699;0.9244205711;0.7646584114;0.6805495285;0.9221092025;0.842241;0.7409586424;0.7546453212
"Presidente Bernardes";0.5324403397;0.7329055364;0.9339350894;0.7359419287;0.6974292166;0.9262244817;0.856826;0.7466480429;0.7614746683
"Presidente Epitácio";0.5288341146;0.7217162973;0.9261549401;0.8311322221;0.6646123354;0.9359679516;0.875191;0.7533177256;0.7696295052
"Presidente Prudente";0.5522757507;0.7626355597;0.9388945968;0.9193223889;0.7415023358;0.9239852005;0.86035;0.7932118742;0.802472314
"Presidente Venceslau";0.5407831229;0.728698294;0.9324015637;0.8625497582;0.712897876;0.7882207525;0.860392;0.7500764608;0.7649243952
"Promissão";0.5390133715;0.7082078558;0.9325004736;0.7780683218;0.7047935947;0.9377833667;0.881626;0.753526606;0.7706184802
"Quadra";0.5275134949;0.6771483047;0.9262105131;0.5268230846;0.608547209;0.9080908232;0.897653;0.6770476564;0.7048840817
"Quatá";0.533851237;0.7264432837;0.9432101816;0.8387190188;0.6742872932;0.955660137;0.848831;0.7632483908;0.7749247227
"Queiroz";0.5150627644;0.7193703488;0.926398425;0.7374091578;0.616400103;0.9447400302;0.897175;0.7268012637;0.748999626
"Queluz";0.514257696;0.7167243471;0.9275381035;0.7265680891;0.6536175519;0.8636943565;0.847557;0.7207823401;0.7376600242
"Quintana";0.5236017819;0.72266423;0.9558887132;0.8144022071;0.6386386987;0.9540119519;0.865447;0.7510442051;0.766411345
"Rafard";0.5411528988;0.6999900848;0.9487943889;0.8743518441;0.6941657668;0.9247888155;0.860914;0.7658246294;0.7787370201
"Rancharia";0.5346176996;0.7048732706;0.9396053213;0.8300714128;0.6760651256;0.9265984448;0.884633;0.7542510095;0.7716286821
"Redenção da Serra";0.5063215425;0.6610366312;0.9266075165;0.5426724002;0.6217950972;0.8935250535;0.78841;0.6737104009;0.6890129376
"Regente Feijó";0.5395418147;0.727368754;0.9460610558;0.8409020206;0.7050585061;0.9454544824;0.87359;0.7698126003;0.78384665
"Reginópolis";0.5387230224;0.6999749751;0.9393526761;0.5076014036;0.4522152342;0.3439664635;0.880747;0.5509474007;0.5891365951
"Registro";0.5269237372;0.7275205612;0.9345967849;0.7780489578;0.6584279827;0.9156063902;0.862105;0.7428598558;0.758827518
"Restinga";0.5176098594;0.6946400684;0.9403089483;0.7514657601;0.6730282765;0.9019058575;0.888085;0.7323006887;0.7527588747
"Ribeira";0.5041824819;0.7344385238;0.9190098302;0.5921727997;0.5832197039;0.8854440001;0.869899;0.6858316397;0.7095250036
"Ribeirão Bonito";0.5322850877;0.7035538781;0.941100157;0.8370330135;0.6655251238;0.9186511984;0.79853;0.7516618914;0.7581850287
"Ribeirão Branco";0.4825780069;0.6582272617;0.8966660002;0.585660277;0.5536350372;0.8857586355;0.836701;0.658859993;0.6817394793
"Ribeirão Corrente";0.5266997524;0.6881391481;0.916343296;0.7075292237;0.6141056613;0.9227674767;0.870423;0.7145998021;0.7350232912
"Ribeirão do Sul";0.5258981132;0.7115474261;0.9227590899;0.7160066494;0.6806991726;0.9484888966;0.889208;0.7365174729;0.7566092903
"Ribeirão dos Índios";0.5175939167;0.7009301145;0.9310722859;0.7455478597;0.6639234952;0.964013986;0.807842;0.7377128762;0.7473456584
"Ribeirão Grande";0.5072267467;0.7180821469;0.9113789041;0.6335976382;0.5798429034;0.9093034049;0.854551;0.6931352621;0.7141781581
"Ribeirão Pires";0.534534825;0.756333879;0.942195637;0.889824957;0.748028041;0.915996951;0.7139;0.7840152726;0.7735921856
"Ribeirão Preto";0.5671765727;0.7630756643;0.9456409808;0.9304038647;0.757470518;0.9294863356;0.837922;0.802999738;0.8078980754
"Rifaina";0.5324997991;0.7169479805;0.9100129072;0.7746805468;0.6527523783;0.9427676604;0.908359;0.7410629018;0.7629287732
"Rincão";0.5302299939;0.7009125692;0.9449385236;0.8049676518;0.6437856631;0.9123869394;0.828033;0.7413758139;0.7531766984
"Rinópolis";0.5281486534;0.7017559535;0.922840342;0.7889057994;0.665744628;0.9485929496;0.793921;0.7445838194;0.7514396763
"Rio Claro";0.5572763449;0.7563839525;0.9502520282;0.9239166409;0.7420446702;0.9295717687;0.874481;0.7964641778;0.8071680825
"Rio das Pedras";0.5426423146;0.7343980169;0.9338414917;0.8795289945;0.6918950848;0.9399697769;0.847271;0.7727169444;0.7829517402
"Rio Grande da Serra";0.514364082;0.734000736;0.92355726;0.834081673;0.684995895;0.886337596;0.68701;0.7490102815;0.7398217668
"Riolândia";0.5223843363;0.7050908933;0.9212009754;0.7171583924;0.5420444367;0.5368800534;0.799768;0.6432100394;0.6635424338
"Riversul";0.4944764185;0.6856491632;0.9011678514;0.689814501;0.5957779585;0.9214189893;0.872739;0.6980521289;0.7206833734
"Rosana";0.5257302836;0.7336565854;0.9274737765;0.7545397863;0.6605301636;0.949488814;0.896609;0.7437671923;0.7638923686
"Roseira";0.5260322512;0.7305672687;0.9243438726;0.8417605497;0.6814651011;0.9261556594;0.874629;0.7573623651;0.7730991054
"Rubiácea";0.5270573267;0.6765348023;0.9031487606;0.7674595854;0.6322795964;0.9354028036;0.834941;0.7257913247;0.7404637037
"Rubinéia";0.536792802;0.7209958357;0.9153289626;0.7370343324;0.6674967447;0.9558925912;0.896622;0.7417833855;0.7621471981
"Sabino";0.5349536677;0.688707291;0.9476417214;0.7909758483;0.6558459042;0.9392961137;0.823408;0.7443784021;0.755186038
"Sagres";0.5192314103;0.7105487511;0.9224935144;0.7255836543;0.6734563885;0.94604278;0.859391;0.7347467104;0.7513798236
"Sales";0.5318969848;0.7035742584;0.9233777157;0.7901483548;0.6373011603;0.9350298664;0.853266;0.7388664531;0.7542184668
"Sales Oliveira";0.5429172452;0.7342459393;0.9553444464;0.8497617716;0.7177686792;0.9413023951;0.88703;0.7761714637;0.7911168229
"Salesópolis";0.51544941;0.720221524;0.927167322;0.689449413;0.640613187;0.884274739;0.77334;0.7157301186;0.7236895791
"Salmourão";0.5240287128;0.6910974992;0.9337647225;0.7925077682;0.6376976005;0.9231863713;0.868539;0.7350890054;0.7528177338
"Saltinho";0.5587254875;0.7269761352;0.9466377769;0.8387724567;0.7472889568;0.9607954035;0.877354;0.7836299361;0.7963796223
"Salto";0.5498014727;0.7454491869;0.9387273235;0.8731598532;0.7164319723;0.9226786269;0.831294;0.7781806549;0.7855552706
"Salto de Pirapora";0.5282094634;0.7083703396;0.9392198464;0.8309708936;0.6531131508;0.9161752855;0.790387;0.7477064091;0.7536595405
"Salto Grande";0.5162454362;0.6816375184;0.9097140772;0.6963628198;0.6625673097;0.9179400654;0.875294;0.7167467881;0.7375034719
"Sandovalina";0.5147290697;0.7108554518;0.922696022;0.6490939532;0.6172265541;0.9178601229;0.856633;0.7063032723;0.7260443643
"Santa Adélia";0.5477560515;0.7067395425;0.9378249529;0.8596488534;0.6983456661;0.9358438272;0.894381;0.7672328893;0.7842252719
"Santa Albertina";0.5340884652;0.7012476552;0.9382125687;0.7738912401;0.6623978018;0.9181793904;0.88578;0.7408871063;0.7600357364
"Santa Bárbara d'Oeste";0.5510160579;0.7274442355;0.9457322507;0.934174596;0.7395595312;0.9462469614;0.843958;0.7925432566;0.7996918488
"Santa Branca";0.529443364;0.7128801516;0.9529023673;0.7232879109;0.6945642301;0.8952580135;0.808953;0.738146751;0.7478692075
"Santa Clara d'Oeste";0.5309280903;0.680336184;0.921263515;0.7286550221;0.651291971;0.9503758015;0.904211;0.7289918959;0.7517727331
"Santa Cruz da Conceição";0.5456507651;0.7252655432;0.9415385584;0.7270309285;0.7088677965;0.9469706173;0.911276;0.7526922196;0.7735336543
"Santa Cruz da Esperança";0.5236102752;0.689779475;0.9372546625;0.6527344958;0.6473682319;0.9294597639;0.646205;0.7144125854;0.7042446498
"Santa Cruz das Palmeiras";0.5386452598;0.6979351131;0.9453439132;0.8797375239;0.6720768914;0.9340003589;0.825284;0.7623208665;0.7710125855
"Santa Cruz do Rio Pardo";0.5451110823;0.7200336244;0.9327302119;0.8383069721;0.709639014;0.9350730193;0.871135;0.7670317129;0.7811048611
"Santa Ernestina";0.5355560438;0.7083486056;0.928216921;0.8352110015;0.6838223548;0.9274482179;0.841003;0.7558839144;0.7674948186
"Santa Fé do Sul";0.5460828707;0.7411285326;0.9329323461;0.8768490215;0.7037514867;0.9430072974;0.901069;0.7768018296;0.793445442
"Santa Gertrudes";0.5425350371;0.6999523233;0.9479053239;0.8902299239;0.697618931;0.9366068296;0.879462;0.7705896348;0.7852759446
"Santa Isabel";0.514567543;0.714839232;0.940195078;0.716580782;0.673689717;0.879363503;0.76204;0.7263183931;0.7313170815
"Santa Lúcia";0.5296962347;0.7087708946;0.9227710219;0.853193626;0.6530328608;0.9204251431;0.766088;0.749778478;0.752086977
"Santa Maria da Serra";0.5192059373;0.6635686411;0.9324926332;0.8151823334;0.6075855256;0.9470527923;0.864327;0.729487543;0.7473787849
"Santa Mercedes";0.5271052457;0.7317217195;0.9120220605;0.768195428;0.618600687;0.9448901782;0.885876;0.7352223146;0.7550636681
"Santa Rita do Passa Quatro";0.5523048906;0.7326744426;0.9469376168;0.8703232232;0.73572944;0.9488326346;0.866183;0.7843320048;0.7955334919
"Santa Rita d'Oeste";0.5349309532;0.7167282782;0.9238664284;0.7054561709;0.6693291962;0.9602184473;0.895887;0.7372648875;0.7580773236
"Santa Rosa de Viterbo";0.5405343129;0.7255629667;0.93718777;0.8935335583;0.7077024175;0.956779129;0.839168;0.7783645321;0.7867732613
"Santa Salete";0.5400228952;0.705085496;0.9525574834;0.6818805416;0.706902278;0.9733447069;0.94976;0.7444118015;0.7707750083
"Santana da Ponte Pensa";0.5479210634;0.7245398535;0.9316274417;0.6907557144;0.6702930831;0.9580098174;0.941793;0.7398839763;0.7658326613
"Santana de Parnaíba";0.548908441;0.766028379;0.953570833;0.79356621;0.730221373;0.904107461;0.74972;0.7710086457;0.7679307947
"Santo Anastácio";0.5292023658;0.712206874;0.9201955007;0.8464586187;0.7019793496;0.9333974651;0.842238;0.7597734643;0.7710403038
"Santo André";0.553046325;0.771430407;0.942227587;0.929259447;0.785150503;0.930176087;0.73102;0.8053379991;0.7942755629
"Santo Antônio da Alegria";0.5272856237;0.6750775262;0.954585872;0.6976134403;0.6424600473;0.932630185;0.860026;0.722321989;0.7405538713
"Santo Antônio de Posse";0.5358814275;0.6931420051;0.9426095501;0.7813669059;0.6689869867;0.9168756571;0.860396;0.742678721;0.7584538864
"Santo Antônio do Aracanguá";0.5344720918;0.7069532606;0.9372755538;0.712113766;0.637804905;0.9283295948;0.870451;0.7283728392;0.7471529933
"Santo Antônio do Jardim";0.5300690722;0.6797400973;0.9473671421;0.6430214721;0.6856518974;0.9333549445;0.899234;0.7209883995;0.7441056908
"Santo Antônio do Pinhal";0.5208452386;0.6802821625;0.9076162834;0.6037837352;0.6296073255;0.9028352378;0.877731;0.6925906497;0.7164311402
"Santo Expedito";0.5139129075;0.7119591149;0.9061904809;0.7649379734;0.6247127885;0.9430723226;0.762065;0.7284548102;0.7331639481
"Santópolis do Aguapeí";0.5287050302;0.7164568717;0.8947511903;0.8481310527;0.6720818474;0.9504785714;0.823319;0.7539146917;0.7634593374
"Santos";0.5817758817;0.7893959827;0.9434698782;0.9435041009;0.8018345082;0.9406972983;0.795234;0.8219451729;0.8180750508
"São Bento do Sapucaí";0.5220659786;0.6943193701;0.9221897697;0.6631593039;0.6534787889;0.9199697621;0.855068;0.7146959399;0.7332413271
"São Bernardo do Campo";0.548425632;0.767701515;0.94644086;0.899358169;0.773295012;0.914579588;0.73204;0.7955189024;0.7861241153
"São Caetano do Sul";0.577956327;0.797616716;0.943549683;0.973299384;0.840678286;0.941016616;0.77609;0.833338159;0.8249082965
"São Carlos";0.5586799554;0.763357168;0.9512715495;0.9217336887;0.7563569429;0.9462909714;0.859045;0.8027717054;0.8105792183
"São Francisco";0.530343192;0.67097194;0.9134640705;0.7542328034;0.698435417;0.9696152328;0.870899;0.7413625682;0.7586154339
"São João da Boa Vista";0.5519857601;0.7447226279;0.9370791408;0.8951391706;0.7272140787;0.9435034995;0.865635;0.7864404476;0.7972941015
"São João das Duas Pontes";0.5242808853;0.7274609348;0.9234820097;0.7542214525;0.6446211816;0.965697878;0.877147;0.7408685256;0.7589567643
"São João de Iracema";0.5262215477;0.6970659309;0.9248034075;0.7712479776;0.652911105;0.950476729;0.880962;0.7386072756;0.7574402516
"São João do Pau d'Alho";0.5405729229;0.7298085289;0.9404205447;0.7610070216;0.674450939;0.9519603545;0.86958;0.7522990905;0.7680313826
"São Joaquim da Barra";0.5462824368;0.7320493411;0.9408425585;0.8996251178;0.7063890514;0.9334200955;0.864976;0.7788303567;0.790590537
"São José da Bela Vista";0.5173527372;0.6747197644;0.9208896222;0.7596982655;0.6096130795;0.8861008013;0.774544;0.7134815007;0.7219007371
"São José do Barreiro";0.5046098702;0.7042203366;0.9036624439;0.6755632677;0.6261879111;0.9055626873;0.904443;0.7052232588;0.7307401921
"São José do Rio Pardo";0.541167777;0.7234347763;0.9394813011;0.8520649549;0.7279229472;0.9309508776;0.856714;0.7724150406;0.7839297944
"São José do Rio Preto";0.5623665118;0.7552703004;0.94590936;0.8902047346;0.7252027814;0.9443032838;0.848859;0.7909919075;0.7990106036
"São José dos Campos";0.5584237447;0.7694757718;0.9431493592;0.8892412042;0.7598686966;0.9356034729;0.800177;0.7969508588;0.7974109385
"São Lourenço da Serra";0.515404006;0.7186406;0.926304;0.601836329;0.647166101;0.883560437;0.79024;0.7004179219;0.7125957299
"São Luís do Paraitinga";0.5216647464;0.6890844557;0.9297870023;0.6117523481;0.6117601112;0.9274340723;0.859618;0.698362981;0.7193999354
"São Manuel";0.5416502863;0.7179434093;0.9395409147;0.8875074862;0.721275585;0.9294028646;0.837672;0.7754140963;0.7840164306
"São Miguel Arcanjo";0.5144673811;0.6855318166;0.9418859504;0.6717439176;0.6105204476;0.9079631826;0.882142;0.7058720662;0.7287127251
"São Paulo";0.552214298;0.764049603;0.948433955;0.923716507;0.769122322;0.924364664;0.67317;0.8003297457;0.7807896937
"São Pedro";0.5453179583;0.7122382227;0.9415523583;0.8267134778;0.6914434681;0.9300317058;0.865243;0.7611229788;0.7751925412
"São Pedro do Turvo";0.5175941624;0.6786327688;0.9306017605;0.6761684159;0.6332032515;0.932750009;0.852899;0.7122381366;0.7308142262
"São Roque";0.5481311122;0.7292774816;0.9393210541;0.7245605502;0.7159308233;0.9066258089;0.819192;0.7490213373;0.7586651241
"São Sebastião";0.5442068588;0.7242426804;0.9304126262;0.7121033317;0.6669120221;0.9093405421;0.863259;0.7355467934;0.7525637224
"São Sebastião da Grama";0.5281288512;0.6996715725;0.9396246147;0.6916724729;0.6655419745;0.9233876438;0.890017;0.7269559321;0.7482794703
"São Simão";0.5414427578;0.7295919897;0.9423910749;0.8487768246;0.707141684;0.9263823243;0.862421;0.7691168575;0.7818009367
"São Vicente";0.5432731623;0.7378398368;0.9354694498;0.8988331013;0.7214512298;0.8991722058;0.74135;0.776169331;0.7710967635
"Sarapuí";0.5204840941;0.6749142977;0.921391401;0.6889218065;0.6264897659;0.9123773188;0.871781;0.70940314;0.7306020098
"Sarutaiá";0.5219448921;0.679111727;0.9056876151;0.7813381415;0.6224486341;0.8527532366;0.863209;0.7145813958;0.734133716
"Sebastianópolis do Sul";0.5481239156;0.718459465;0.9309275679;0.7309142098;0.7132723384;0.9531206542;0.921;0.7529123661;0.7749016786
"Serra Azul";0.528570209;0.6748937822;0.9441834525;0.570385676;0.4797683502;0.3751339879;0.769788;0.5707731287;0.5956919757
"Serra Negra";0.5520570135;0.7167454436;0.9364875721;0.7977210901;0.7043450474;0.9355366579;0.881021;0.7613623087;0.7774058166
"Serrana";0.5398399688;0.7014556568;0.9444898608;0.8885675212;0.6789038029;0.9288915139;0.802478;0.7649875578;0.7702341434
"Sertãozinho";0.5525188919;0.7158545611;0.9477174775;0.9174014808;0.7114080756;0.93843843;0.854711;0.7825086344;0.7924372365
"Sete Barras";0.5038126114;0.6892451568;0.9377765492;0.6279834484;0.5851897381;0.8667711343;0.88605;0.6854596751;0.7110613929
"Severínia";0.5331976806;0.694839186;0.934862802;0.8282167303;0.6364281905;0.9266497543;0.780717;0.7436836658;0.748864596
"Silveiras";0.5086019172;0.6976020725;0.9217610893;0.6421022631;0.6079932413;0.9159161483;0.858884;0.6992950688;0.7201349701
"Socorro";0.543247268;0.7044008785;0.9352514702;0.6759793811;0.6671930714;0.9479039601;0.885749;0.7313341593;0.7516243341
"Sorocaba";0.556152408;0.7594084414;0.9425875636;0.9027092256;0.7481762093;0.9127936048;0.784979;0.7912600126;0.7903596574
"Sud Mennucci";0.5322933895;0.7281070305;0.9444880652;0.7894084107;0.6904360617;0.957524839;0.855299;0.7589031219;0.7719783894
"Sumaré";0.5440224174;0.7300057192;0.9443460955;0.8972050775;0.7052945158;0.9287235611;0.783674;0.7772078112;0.7781282756
"Suzanápolis";0.5150960441;0.683788657;0.9227704419;0.6609077275;0.6256182139;0.9269479162;0.83331;0.7066996691;0.7235347884
"Suzano";0.517678801;0.738455049;0.933007154;0.862627221;0.689910738;0.901785656;0.70364;0.7591567668;0.7509653582
"Tabapuã";0.5406221547;0.6972826255;0.9439172323;0.8307624744;0.6693947645;0.9190121348;0.849156;0.7526958202;0.7657740481
"Tabatinga";0.5319797373;0.6754674778;0.9369554078;0.8135770867;0.6488635478;0.9320437645;0.841937;0.741084633;0.754716383
"Taboão da Serra";0.530611599;0.742773253;0.950426043;0.901781687;0.736884419;0.913848161;0.68643;0.7813057585;0.7669886113
"Taciba";0.5234007189;0.7060255013;0.9286053893;0.7431628905;0.6690061956;0.9528287419;0.781902;0.7387584891;0.744772942
"Taguaí";0.5290024973;0.695790842;0.9252060328;0.7952535468;0.6319102376;0.9329238952;0.918227;0.7365411546;0.7601092612
"Taiaçu";0.5335122119;0.6896771718;0.9407901639;0.8164567325;0.6550488012;0.9488642096;0.845573;0.7483687544;0.7615389855
"Taiúva";0.5437633558;0.712950973;0.9291577168;0.8306643418;0.6886664884;0.9585133557;0.870539;0.7631301661;0.777622048
"Tambaú";0.5395071385;0.695975699;0.9457727919;0.8545527712;0.7028875721;0.9309770527;0.87931;0.7638187279;0.7793387328
"Tanabi";0.5426833905;0.7069949798;0.9436638156;0.7918033956;0.6843617746;0.9469520326;0.871841;0.7553853208;0.7710172177
"Tapiraí";0.5097635535;0.6664593569;0.9054049173;0.6670905358;0.5824968312;0.8704310722;0.85971;0.6858034603;0.7083068308
"Tapiratiba";0.5321015677;0.701303218;0.9302277574;0.7851389675;0.6829428302;0.946102321;0.876207;0.7486746171;0.7656886266
"Taquaral";0.5323621417;0.6817930878;0.9173371722;0.8458957622;0.6950703775;0.946670564;0.914419;0.755072886;0.7760118555
"Taquaritinga";0.5376157886;0.7198669883;0.9350897171;0.8806863051;0.7061901627;0.931634733;0.81781;0.7707751219;0.7773250255
"Taquarituba";0.5241331506;0.6932785975;0.9189288789;0.7867017752;0.6629089893;0.9283404224;0.845193;0.7380749011;0.7525032138
"Taquarivaí";0.4986761043;0.6849286252;0.9398601207;0.653272843;0.6123023776;0.8891711151;0.887686;0.6965123676;0.7210677169
