NomeMun;SiglaUF;DIVUR_N3;Latitude;Longitude
São João Batista;SC;Brusque;-27,27;-48,84
São João do Itaperiú;SC;Joinville;-26,61;-48,76
São João do Sul;SC;Araranguá;-29,22;-49,81
São Joaquim;SC;Lages;-28,29;-49,93
São José;SC;Florianópolis;-27,61;-48,62
São José do Cedro;SC;São Miguel do Oeste;-26,45;-53,49
São José do Cerrito;SC;Lages;-27,66;-50,58
São Lourenço do Oeste;SC;São Lourenço do Oeste;-26,35;-52,85
São Ludgero;SC;Tubarão;-28,32;-49,17
São Martinho;SC;Tubarão;-28,16;-48,97
São Miguel da Boa Vista;SC;Maravilha;-26,69;-53,25
São Miguel do Oeste;SC;São Miguel do Oeste;;
São Pedro de Alcântara;SC;Florianópolis;-27,56;-48,8
Saudades;SC;Pinhalzinho;-26,92;-53
Schroeder;SC;Joinville;-26,41;-49,07
Seara;SC;Chapecó;-27,14;-52,31
Serra Alta;SC;Pinhalzinho;-26,72;-53,04
Siderópolis;SC;Criciúma;-28,59;-49,42
Sombrio;SC;Araranguá;-29,11;-49,61
Sul Brasil;SC;Pinhalzinho;-26,73;-52,96
Taió;SC;Rio do Sul;-27,11;-49,99
Tangará;SC;Videira;-27,1;-51,24
Tigrinhos;SC;Maravilha;-26,68;-53,15
Tijucas;SC;Tijucas;-27,24;-48,63
Timbé do Sul;SC;Araranguá;-28,83;-49,84
Timbó;SC;Timbó;-26,82;-49,27
Timbó Grande;SC;Caçador;-26,61;-50,67
Três Barras;SC;Mafra;-26,1;-50,32
Treviso;SC;Criciúma;-28,51;-49,45
Treze de Maio;SC;Tubarão;-28,55;-49,14
Treze Tílias;SC;Joaçaba;-27;-51,4
Trombudo Central;SC;Rio do Sul;-27,29;-49,79
Tubarão;SC;Tubarão;-28,46;-49
Tunápolis;SC;São Miguel do Oeste;-26,96;-53,63
Turvo;SC;Araranguá;-28,92;-49,67
União do Oeste;SC;Chapecó;-26,76;-52,85
Urubici;SC;Lages;-28,01;-49,59
Urupema;SC;Lages;-27,95;-49,87
Urussanga;SC;Criciúma;-28,51;-49,32
Vargeão;SC;Xanxerê;-26,86;-52,15
Vargem;SC;Curitibanos;-27,48;-50,97
Vargem Bonita;SC;Joaçaba;-27;-51,74
Vidal Ramos;SC;Rio do Sul;-27,39;-49,35
Videira;SC;Videira;-27;-51,15
Vitor Meireles;SC;Rio do Sul;-26,88;-49,83
Witmarsum;SC;Rio do Sul;-26,92;-49,79
Xanxerê;SC;Xanxerê;-26,87;-52,4
Xavantina;SC;Xanxerê;-27,06;-52,34
Xaxim;SC;Chapecó;-26,96;-52,53
Zortéa;SC;Joaçaba;-27,45;-51,55
Amparo de São Francisco;SE;Aracaju;-10,13;-36,93
Aquidabã;SE;Aracaju;-10,28;-37,01
Aracaju;SE;Aracaju;-10,91;-37,07
Arauá;SE;Estância;-11,26;-37,62
Areia Branca;SE;Aracaju;-10,75;-37,31
Barra dos Coqueiros;SE;Aracaju;-10,9;-37,03
Boquim;SE;Estância;-11,14;-37,62
Brejo Grande;SE;Aracaju;-10,42;-36,46
Campo do Brito;SE;Itabaiana;-10,73;-37,49
Canhoba;SE;Aracaju;-10,13;-36,98
Canindé de São Francisco;SE;Nossa Senhora da Glória;-9,64;-37,78
Capela;SE;Aracaju;-10,5;-37,05
Carira;SE;Aracaju;-10,36;-37,7
Carmópolis;SE;Aracaju;-10,64;-36,98
Cedro de São João;SE;Propriá;-10,25;-36,88
Cristinápolis;SE;Estância;-11,47;-37,75
Cumbe;SE;Aracaju;-10,35;-37,18
Divina Pastora;SE;Aracaju;-10,68;-37,14
Estância;SE;Estância;-11,26;-37,43
Feira Nova;SE;Nossa Senhora da Glória;-10,26;-37,31
Frei Paulo;SE;Aracaju;-10,54;-37,53
Gararu;SE;Aracaju;-9,96;-37,08
General Maynard;SE;Aracaju;-10,68;-36,98
Gracho Cardoso;SE;Nossa Senhora da Glória;-10,22;-37,19
Ilha das Flores;SE;Aracaju;-10,43;-36,54
Indiaroba;SE;Estância;-11,51;-37,51
Itabaiana;SE;Itabaiana;-10,68;-37,42
Itabaianinha;SE;Estância;-11,27;-37,79
Itabi;SE;Aracaju;-10,12;-37,1
Itaporanga d'Ajuda;SE;Aracaju;-10,99;-37,31
Japaratuba;SE;Aracaju;-10,59;-36,94
Japoatã;SE;Aracaju;-10,34;-36,8
Lagarto;SE;Lagarto;-10,91;-37,65
Laranjeiras;SE;Aracaju;-10,8;-37,17
Macambira;SE;Itabaiana;-10,66;-37,54
Malhada dos Bois;SE;Aracaju;-10,34;-36,92
Malhador;SE;Aracaju;-10,65;-37,3
Maruim;SE;Aracaju;-10,73;-37,08
Moita Bonita;SE;Aracaju;-10,57;-37,34
Monte Alegre de Sergipe;SE;Nossa Senhora da Glória;-10,02;-37,56
Muribeca;SE;Aracaju;-10,42;-36,95
Neópolis;SE;Aracaju;-10,32;-36,57
Nossa Senhora Aparecida;SE;Aracaju;-10,44;-37,48
Nossa Senhora da Glória;SE;Nossa Senhora da Glória;-10,21;-37,42
Nossa Senhora das Dores;SE;Aracaju;-10,49;-37,19
Nossa Senhora de Lourdes;SE;Aracaju;-10,07;-37,05
Nossa Senhora do Socorro;SE;Aracaju;-10,85;-37,12
Pacatuba;SE;Aracaju;-10,45;-36,65
Pedra Mole;SE;Aracaju;-10,61;-37,68
Pedrinhas;SE;Estância;-11,19;-37,67
Pinhão;SE;Aracaju;-10,56;-37,72
Pirambu;SE;Aracaju;-10,73;-36,85
Poço Redondo;SE;Nossa Senhora da Glória;-9,8;-37,68
Poço Verde;SE;Aracaju;-10,7;-38,18
Porto da Folha;SE;Aracaju;-9,91;-37,27
Propriá;SE;Propriá;-10,21;-36,84
Riachão do Dantas;SE;Lagarto;-11,06;-37,72
Riachuelo;SE;Aracaju;-10,72;-37,18
Ribeirópolis;SE;Aracaju;-10,53;-37,41
Rosário do Catete;SE;Aracaju;-10,69;-37,03
Salgado;SE;Lagarto;-11,03;-37,47
Santa Luzia do Itanhy;SE;Estância;-11,35;-37,44
Santana do São Francisco;SE;Aracaju;-10,29;-36,6
Santa Rosa de Lima;SE;Aracaju;-10,64;-37,19
Santo Amaro das Brotas;SE;Aracaju;-10,78;-37,05
São Cristóvão;SE;Aracaju;-11,01;-37,2
São Domingos;SE;Itabaiana;-10,79;-37,56
São Francisco;SE;Propriá;-10,33;-36,88
São Miguel do Aleixo;SE;Aracaju;-10,38;-37,38
Simão Dias;SE;Aracaju;-10,73;-37,81
Siriri;SE;Aracaju;-10,6;-37,11
Telha;SE;Propriá;-10,2;-36,88
Tobias Barreto;SE;Lagarto;-11,18;-37,99
Tomar do Geru;SE;Estância;-11,37;-37,84
Umbaúba;SE;Estância;-11,38;-37,65
Adamantina;SP;Adamantina;-21,68;-51,07
Adolfo;SP;São José do Rio Preto;-21,23;-49,64
Aguaí;SP;São João da Boa Vista;-22,05;-46,97
Águas da Prata;SP;São João da Boa Vista;-21,93;-46,71
Águas de Lindóia;SP;Amparo;-22,47;-46,63
Águas de Santa Bárbara;SP;Avaré;-22,88;-49,23
Águas de São Pedro;SP;Piracicaba;-22,59;-47,87
Agudos;SP;Bauru;-22,46;-48,98
Alambari;SP;Sorocaba;-23,55;-47,89
Alfredo Marcondes;SP;Presidente Prudente;-21,95;-51,41
Altair;SP;São José do Rio Preto;-20,52;-49,05
Altinópolis;SP;Ribeirão Preto;-21,02;-47,37
Alto Alegre;SP;Araçatuba;-21,58;-50,16
Alumínio;SP;São Paulo;-23,53;-47,26
Álvares Florence;SP;Votuporanga;-20,32;-49,91
Álvares Machado;SP;Presidente Prudente;-22,07;-51,47
Álvaro de Carvalho;SP;Marília;-22,08;-49,71
Alvinlândia;SP;Marília;-22,44;-49,76
Americana;SP;Campinas;-22,73;-47,33
Américo Brasiliense;SP;Araraquara;-21,72;-48,1
Américo de Campos;SP;Votuporanga;-20,29;-49,73
Amparo;SP;Amparo;-22,7;-46,76
Analândia;SP;Rio Claro;-22,12;-47,66
Andradina;SP;Andradina;-20,89;-51,37
Angatuba;SP;Itapetininga;-23,49;-48,41
Anhembi;SP;Botucatu;-22,78;-48,12
Anhumas;SP;Presidente Prudente;-22,29;-51,38
Aparecida;SP;Guaratinguetá;-22,84;-45,23
Aparecida d'Oeste;SP;Jales;-20,44;-50,88
Apiaí;SP;Itapeva;-24,5;-48,84
Araçariguama;SP;São Paulo;-23,43;-47,06
Araçatuba;SP;Araçatuba;-21,2;-50,43
Araçoiaba da Serra;SP;Sorocaba;-23,5;-47,61
Aramina;SP;Uberaba;-20,09;-47,78
Arandu;SP;Avaré;-23,13;-49,05
Arapeí;SP;Resende;-22,67;-44,44
Araraquara;SP;Araraquara;-21,79;-48,17
Araras;SP;Araras;-22,35;-47,38
Arco-Íris;SP;Tupã;-21,77;-50,46
Arealva;SP;Bauru;-22,02;-48,91
Areias;SP;Cruzeiro;-22,58;-44,69
Areiópolis;SP;Botucatu;-22,66;-48,66
Ariranha;SP;Catanduva;-21,18;-48,78
Artur Nogueira;SP;Campinas;-22,57;-47,17
Arujá;SP;São Paulo;-23,39;-46,32
Aspásia;SP;Jales;-20,15;-50,72
Assis;SP;Assis;-22,66;-50,41
Atibaia;SP;São Paulo;-23,11;-46,55
Auriflama;SP;Araçatuba;-20,68;-50,55
Avaí;SP;Bauru;-22,14;-49,33
Avanhandava;SP;Araçatuba;-21,46;-49,95
Avaré;SP;Avaré;-23,09;-48,92
Bady Bassitt;SP;São José do Rio Preto;-20,91;-49,44
Balbinos;SP;Bauru;-21,9;-49,35
Bálsamo;SP;São José do Rio Preto;-20,73;-49,58
Bananal;SP;Volta Redonda - Barra Mansa;-22,68;-44,32
Barão de Antonina;SP;Itapeva;-23,62;-49,56
Barbosa;SP;Araçatuba;-21,26;-49,94
Bariri;SP;Jaú;-22,07;-48,74
Barra Bonita;SP;Jaú;-22,49;-48,55
Barra do Chapéu;SP;Itapeva;-24,47;-49,02
Barra do Turvo;SP;Registro;-24,75;-48,5
Barretos;SP;Barretos;-20,55;-48,56
Barrinha;SP;Ribeirão Preto;-21,19;-48,16
Barueri;SP;São Paulo;-23,51;-46,87
Bastos;SP;Tupã;-21,92;-50,73
Batatais;SP;Ribeirão Preto;-20,89;-47,58
Bauru;SP;Bauru;-22,31;-49,06
Bebedouro;SP;Barretos;-20,94;-48,47
Bento de Abreu;SP;Araçatuba;-21,27;-50,81
Bernardino de Campos;SP;Ourinhos;-23,01;-49,47
Bertioga;SP;Santos;-23,85;-46,13
Bilac;SP;Araçatuba;-21,4;-50,47
Birigui;SP;Araçatuba;-21,28;-50,34
Biritiba-Mirim;SP;São Paulo;-23,57;-46,03
Boa Esperança do Sul;SP;Araraquara;-21,99;-48,39
Bocaina;SP;Jaú;-22,13;-48,51
Bofete;SP;Botucatu;-23,1;-48,25
Boituva;SP;Sorocaba;-23,28;-47,67
Bom Jesus dos Perdões;SP;São Paulo;-23,13;-46,46
Bom Sucesso de Itararé;SP;Itapeva;-24,31;-49,14
Borá;SP;Assis;-22,27;-50,53
Boracéia;SP;Jaú;-22,19;-48,77
Borborema;SP;Araraquara;-21,62;-49,07
Borebi;SP;Bauru;-22,56;-48,97
Botucatu;SP;Botucatu;-22,88;-48,44
Bragança Paulista;SP;Bragança Paulista;-22,95;-46,54
Braúna;SP;Araçatuba;-21,49;-50,31
Brejo Alegre;SP;Araçatuba;-21,16;-50,18
Brodowski;SP;Ribeirão Preto;;
Brotas;SP;Jaú;-22,28;-48,12
Buri;SP;Itapeva;-23,79;-48,59
Buritama;SP;Araçatuba;-21,06;-50,14
Buritizal;SP;Ituverava;-20,19;-47,7
Cabrália Paulista;SP;Bauru;-22,45;-49,33
Cabreúva;SP;Jundiaí;-23,3;-47,13
Caçapava;SP;São José dos Campos;-23,1;-45,7
Cachoeira Paulista;SP;Cruzeiro;-22,66;-45
Caconde;SP;São José do Rio Pardo;-21,52;-46,64
Cafelândia;SP;Lins;-21,8;-49,61
Caiabu;SP;Presidente Prudente;-22,01;-51,23
Caieiras;SP;São Paulo;-23,36;-46,74
Caiuá;SP;Presidente Prudente;-21,83;-51,99
Cajamar;SP;São Paulo;-23,35;-46,87
Cajati;SP;Registro;-24,73;-48,12
Cajobi;SP;Olímpia;-20,88;-48,8
Cajuru;SP;Ribeirão Preto;-21,27;-47,3
Campina do Monte Alegre;SP;Itapetininga;-23,59;-48,47
Campinas;SP;Campinas;-22,9;-47,06
Campo Limpo Paulista;SP;Jundiaí;-23,2;-46,78
Campos do Jordão;SP;São José dos Campos;-22,73;-45,59
Campos Novos Paulista;SP;Marília;-22,6;-50
Cananéia;SP;Registro;-25,01;-47,92
Canas;SP;Guaratinguetá;-22,7;-45,05
Cândido Mota;SP;Assis;-22,74;-50,38
Cândido Rodrigues;SP;Araraquara;-21,32;-48,63
Canitar;SP;Ourinhos;-23;-49,78
Capão Bonito;SP;Itapeva;-24;-48,34
Capela do Alto;SP;Sorocaba;-23,47;-47,73
Capivari;SP;Piracicaba;-22,99;-47,5
Caraguatatuba;SP;São José dos Campos;-23,62;-45,41
Carapicuíba;SP;São Paulo;-23,52;-46,83
Cardoso;SP;Votuporanga;-20,08;-49,91
Casa Branca;SP;São João da Boa Vista;-21,77;-47,08
Cássia dos Coqueiros;SP;Ribeirão Preto;-21,28;-47,17
Castilho;SP;Andradina;-20,87;-51,48
Catanduva;SP;Catanduva;-21,13;-48,97
Catiguá;SP;Catanduva;-21,04;-49,05
Cedral;SP;São José do Rio Preto;-20,9;-49,26
Cerqueira César;SP;Avaré;-23,03;-49,16
Cerquilho;SP;Sorocaba;-23,16;-47,74
Cesário Lange;SP;Tatuí;-23,22;-47,95
Charqueada;SP;Piracicaba;-22,51;-47,77
Clementina;SP;Araçatuba;-21,56;-50,44
Colina;SP;Barretos;-20,71;-48,54
Colômbia;SP;Barretos;-20,17;-48,68
Conchal;SP;Araras;-22,33;-47,17
Conchas;SP;Botucatu;-23,01;-48,01
Cordeirópolis;SP;Rio Claro;-22,48;-47,45
Coroados;SP;Araçatuba;-21,35;-50,28
Coronel Macedo;SP;Avaré;-23,63;-49,31
Corumbataí;SP;Rio Claro;-22,22;-47,62
Cosmópolis;SP;Campinas;-22,64;-47,19
Cosmorama;SP;Votuporanga;-20,47;-49,77
Cotia;SP;São Paulo;-23,6;-46,91
Cravinhos;SP;Ribeirão Preto;-21,34;-47,72
Cristais Paulista;SP;Franca;-20,39;-47,42
Cruzália;SP;Assis;-22,73;-50,79
Cruzeiro;SP;Cruzeiro;-22,57;-44,96
Cubatão;SP;Santos;-23,89;-46,42
Cunha;SP;Guaratinguetá;-23,07;-44,96
Descalvado;SP;São Carlos;-21,9;-47,61
Diadema;SP;São Paulo;-23,68;-46,62
Dirce Reis;SP;Jales;-20,46;-50,6
Divinolândia;SP;São José do Rio Pardo;-21,66;-46,73
Dobrada;SP;Araraquara;-21,51;-48,39
Dois Córregos;SP;Jaú;-22,36;-48,38
Dolcinópolis;SP;Jales;-20,12;-50,51
Dourado;SP;São Carlos;-22,1;-48,31
Dracena;SP;Dracena;-21,48;-51,53
Duartina;SP;Bauru;-22,41;-49,4
Dumont;SP;Ribeirão Preto;-21,23;-47,97
Echaporã;SP;Marília;-22,42;-50,2
Eldorado;SP;Registro;-24,52;-48,1
Elias Fausto;SP;Campinas;-23,04;-47,37
Elisiário;SP;Catanduva;-21,16;-49,11
Embaúba;SP;Catanduva;-20,98;-48,83
Embu;SP;São Paulo;-23,64;-46,85
Embu-Guaçu;SP;São Paulo;-23,83;-46,81
Emilianópolis;SP;Presidente Prudente;-21,83;-51,48
Engenheiro Coelho;SP;Limeira;-22,48;-47,21
Espírito Santo do Pinhal;SP;São João da Boa Vista;-22,19;-46,74
Espírito Santo do Turvo;SP;Ourinhos;-22,69;-49,43
Estrela d'Oeste;SP;Fernandópolis;-20,28;-50,4
Estrela do Norte;SP;Presidente Prudente;-22,48;-51,66
Euclides da Cunha Paulista;SP;Presidente Prudente;-22,56;-52,59
Fartura;SP;Piraju;-23,38;-49,51
Fernandópolis;SP;Fernandópolis;-20,28;-50,24
Fernando Prestes;SP;Catanduva;-21,26;-48,68
Fernão;SP;Marília;-22,35;-49,52
Ferraz de Vasconcelos;SP;São Paulo;-23,54;-46,36
Flora Rica;SP;Dracena;-21,67;-51,38
Floreal;SP;Votuporanga;-20,67;-50,14
Flórida Paulista;SP;Adamantina;-21,61;-51,17
Florínia;SP;Assis;-22,9;-50,73
Franca;SP;Franca;-20,53;-47,4
Francisco Morato;SP;São Paulo;-23,28;-46,74
Franco da Rocha;SP;São Paulo;-23,32;-46,72
Gabriel Monteiro;SP;Araçatuba;-21,53;-50,55
Gália;SP;Marília;-22,29;-49,55
Garça;SP;Marília;-22,21;-49,65
Gastão Vidigal;SP;Araçatuba;-20,79;-50,18
Gavião Peixoto;SP;Araraquara;-21,83;-48,49
General Salgado;SP;Araçatuba;-20,64;-50,36
Getulina;SP;Marília;-21,79;-49,92
Glicério;SP;Araçatuba;-21,38;-50,21
Guaiçara;SP;Lins;-21,62;-49,79
Guaimbê;SP;Marília;-21,91;-49,89
Guaíra;SP;Barretos;-20,31;-48,31
Guapiaçu;SP;São José do Rio Preto;-20,79;-49,22
Guapiara;SP;Itapeva;-24,18;-48,53
Guará;SP;Ituverava;-20,42;-47,82
Guaraçaí;SP;Andradina;-21,02;-51,2
Guaraci;SP;Olímpia;-20,49;-48,94
Guarani d'Oeste;SP;Fernandópolis;-20,07;-50,33
Guarantã;SP;Lins;-21,89;-49,59
Guararapes;SP;Araçatuba;-21,26;-50,64
Guararema;SP;São Paulo;-23,41;-46,03
Guaratinguetá;SP;Guaratinguetá;-22,81;-45,19
Guareí;SP;Itapetininga;-23,37;-48,18
Guariba;SP;Ribeirão Preto;-21,36;-48,22
Guarujá;SP;Santos;-23,99;-46,25
Guarulhos;SP;São Paulo;-23,46;-46,53
Guatapará;SP;Ribeirão Preto;-21,49;-48,03
Guzolândia;SP;Araçatuba;-20,65;-50,66
Herculândia;SP;Tupã;-22;-50,38
Holambra;SP;Campinas;-22,63;-47,05
Hortolândia;SP;Campinas;-22,85;-47,22
Iacanga;SP;Bauru;-21,89;-49,02
Iacri;SP;Tupã;-21,85;-50,68
Iaras;SP;Avaré;-22,87;-49,16
Ibaté;SP;São Carlos;-21,95;-47,99
Ibirá;SP;São José do Rio Preto;-21,08;-49,24
Ibirarema;SP;Ourinhos;-22,81;-50,07
Ibitinga;SP;Araraquara;-21,75;-48,82
Ibiúna;SP;Sorocaba;-23,65;-47,22
Icém;SP;São José do Rio Preto;-20,34;-49,19
Iepê;SP;Presidente Prudente;-22,66;-51,07
Igaraçu do Tietê;SP;Jaú;-22,5;-48,55
Igarapava;SP;Uberaba;-20,03;-47,74
Igaratá;SP;São José dos Campos;-23,2;-46,15
Iguape;SP;Registro;-24,7;-47,55
Ilhabela;SP;São José dos Campos;-23,77;-45,35
Ilha Comprida;SP;Registro;-24,74;-47,54
Ilha Solteira;SP;Andradina;-20,43;-51,34
Indaiatuba;SP;Campinas;-23,09;-47,21
Indiana;SP;Presidente Prudente;-22,17;-51,25
Indiaporã;SP;Fernandópolis;-19,98;-50,29
Inúbia Paulista;SP;Osvaldo Cruz;-21,77;-50,96
Ipaussu;SP;Ourinhos;;
Iperó;SP;Sorocaba;-23,35;-47,68
Ipeúna;SP;Rio Claro;-22,43;-47,71
Ipiguá;SP;São José do Rio Preto;-20,65;-49,38
Iporanga;SP;Registro;-24,58;-48,59
Ipuã;SP;Ribeirão Preto;-20,43;-48,01
Iracemápolis;SP;Limeira;-22,58;-47,51
Irapuã;SP;São José do Rio Preto;-21,27;-49,4
Irapuru;SP;Dracena;-21,57;-51,34
Itaberá;SP;Itapeva;-23,86;-49,13
Itaí;SP;Avaré;-23,41;-49,09
Itajobi;SP;Catanduva;-21,31;-49,05
Itaju;SP;Jaú;-21,98;-48,8
Itanhaém;SP;Santos;-24,18;-46,78
Itaóca;SP;Itapeva;-24,64;-48,84
Itapecerica da Serra;SP;São Paulo;-23,71;-46,84
Itapetininga;SP;Itapetininga;-23,59;-48,05
Itapeva;SP;Itapeva;-23,98;-48,87
Itapevi;SP;São Paulo;-23,54;-46,93
Itapira;SP;Campinas;-22,43;-46,82
Itapirapuã Paulista;SP;Itapeva;-24,57;-49,16
Itápolis;SP;Araraquara;-21,59;-48,81
Itaporanga;SP;Itapeva;-23,7;-49,49
Itapuí;SP;Jaú;-22,23;-48,71
Itapura;SP;Andradina;-20,64;-51,5
Itaquaquecetuba;SP;São Paulo;-23,48;-46,34
Itararé;SP;Itapeva;-24,11;-49,34
Itariri;SP;Santos;-24,28;-47,17
Itatiba;SP;São Paulo;-23;-46,83
Itatinga;SP;Botucatu;-23,1;-48,61
Itirapina;SP;São Carlos;-22,25;-47,82
Itirapuã;SP;Franca;-20,64;-47,21
Itobi;SP;São José do Rio Pardo;-21,73;-46,97
Itu;SP;Sorocaba;-23,26;-47,29
Itupeva;SP;Jundiaí;-23,15;-47,05
Ituverava;SP;Ituverava;-20,33;-47,78
Jaborandi;SP;Barretos;-20,68;-48,41
Jaboticabal;SP;Ribeirão Preto;-21,25;-48,32
Jacareí;SP;São José dos Campos;-23,3;-45,96
Jaci;SP;São José do Rio Preto;-20,88;-49,57
Jacupiranga;SP;Registro;-24,69;-48
Jaguariúna;SP;Campinas;-22,7;-46,98
Jales;SP;Jales;-20,26;-50,54
Jambeiro;SP;São José dos Campos;-23,25;-45,68
Jandira;SP;São Paulo;-23,52;-46,9
Jardinópolis;SP;Ribeirão Preto;-21,01;-47,76
Jarinu;SP;Jundiaí;-23,1;-46,72
Jaú;SP;Jaú;-22,29;-48,55
Jeriquara;SP;Franca;-20,31;-47,58
Joanópolis;SP;Bragança Paulista;-22,93;-46,27
João Ramalho;SP;Presidente Prudente;-22,25;-50,76
José Bonifácio;SP;São José do Rio Preto;-21,05;-49,68
Júlio Mesquita;SP;Marília;-22;-49,78
Jumirim;SP;Sorocaba;-23,08;-47,78
Jundiaí;SP;Jundiaí;-23,18;-46,88
Junqueirópolis;SP;Dracena;-21,51;-51,43
Juquiá;SP;Registro;-24,32;-47,63
Juquitiba;SP;São Paulo;-23,93;-47,06
Lagoinha;SP;São José dos Campos;-23,09;-45,19
Laranjal Paulista;SP;Piracicaba;-23,05;-47,83
Lavínia;SP;Andradina;-21,16;-51,04
Lavrinhas;SP;Cruzeiro;-22,57;-44,9
Leme;SP;Araras;-22,18;-47,39
Lençóis Paulista;SP;Bauru;-22,59;-48,8
Limeira;SP;Limeira;-22,56;-47,4
Lindóia;SP;Amparo;-22,52;-46,65
Lins;SP;Lins;-21,67;-49,74
Lorena;SP;Guaratinguetá;-22,73;-45,12
Lourdes;SP;Araçatuba;-20,96;-50,22
Louveira;SP;Jundiaí;-23,08;-46,95
Lucélia;SP;Adamantina;-21,72;-51,01
Lucianópolis;SP;Bauru;-22,43;-49,52
Luís Antônio;SP;Ribeirão Preto;-21,55;-47,7
Luiziânia;SP;Araçatuba;-21,67;-50,32
Lupércio;SP;Marília;-22,41;-49,81
Lutécia;SP;Assis;-22,34;-50,39
Macatuba;SP;Bauru;-22,5;-48,71
Macaubal;SP;São José do Rio Preto;-20,8;-49,96
Macedônia;SP;Fernandópolis;-20,14;-50,19
Magda;SP;Araçatuba;-20,64;-50,22
Mairinque;SP;São Paulo;-23,54;-47,18
Mairiporã;SP;São Paulo;-23,31;-46,58
Manduri;SP;Avaré;-23;-49,32
Marabá Paulista;SP;Presidente Prudente;-22,1;-51,96
Maracaí;SP;Assis;-22,61;-50,66
Marapoama;SP;Catanduva;-21,25;-49,12
Mariápolis;SP;Adamantina;-21,79;-51,18
Marília;SP;Marília;-22,21;-49,94
Marinópolis;SP;Jales;-20,44;-50,82
Martinópolis;SP;Presidente Prudente;-22,14;-51,17
Matão;SP;Araraquara;-21,6;-48,36
Mauá;SP;São Paulo;-23,66;-46,46
Mendonça;SP;São José do Rio Preto;-21,16;-49,58
Meridiano;SP;Fernandópolis;-20,35;-50,17
Mesópolis;SP;Jales;-19,96;-50,63
Miguelópolis;SP;Ituverava;-20,17;-48,03
Mineiros do Tietê;SP;Jaú;-22,4;-48,45
Miracatu;SP;Registro;-24,28;-47,46
Mira Estrela;SP;Fernandópolis;-19,97;-50,13
Mirandópolis;SP;Andradina;-21,13;-51,1
Mirante do Paranapanema;SP;Presidente Prudente;-22,29;-51,9
Mirassol;SP;São José do Rio Preto;-20,81;-49,52
Mirassolândia;SP;São José do Rio Preto;-20,61;-49,46
Mococa;SP;Ribeirão Preto;-21,46;-47
Mogi das Cruzes;SP;São Paulo;;
Mogi Guaçu;SP;Mogi Guaçu;;
Moji Mirim;SP;Campinas;;
Mombuca;SP;Piracicaba;-22,92;-47,56
Monções;SP;São José do Rio Preto;-20,85;-50,09
Mongaguá;SP;Santos;-24,08;-46,62
Monte Alegre do Sul;SP;Amparo;-22,68;-46,68
Monte Alto;SP;Ribeirão Preto;-21,26;-48,49
Monte Aprazível;SP;São José do Rio Preto;-20,77;-49,71
Monte Azul Paulista;SP;Barretos;-20,9;-48,64
Monte Castelo;SP;Dracena;-21,29;-51,56
Monteiro Lobato;SP;São José dos Campos;-22,95;-45,84
Monte Mor;SP;Campinas;-22,94;-47,31
Morro Agudo;SP;Ribeirão Preto;-20,73;-48,05
Morungaba;SP;São Paulo;-22,88;-46,79
Motuca;SP;Araraquara;-21,5;-48,15
Murutinga do Sul;SP;Andradina;-20,99;-51,27
Nantes;SP;Presidente Prudente;-22,62;-51,23
Narandiba;SP;Presidente Prudente;-22,4;-51,52
Natividade da Serra;SP;São José dos Campos;-23,37;-45,44
Nazaré Paulista;SP;São Paulo;-23,18;-46,39
Neves Paulista;SP;São José do Rio Preto;-20,84;-49,63
Nhandeara;SP;Votuporanga;-20,69;-50,03
Nipoã;SP;São José do Rio Preto;-20,91;-49,77
Nova Aliança;SP;São José do Rio Preto;-21,01;-49,49
Nova Campina;SP;Itapeva;-24,12;-48,9
Nova Canaã Paulista;SP;Santa Fé do Sul;-20,38;-50,94
Nova Castilho;SP;Araçatuba;-20,76;-50,34
Nova Europa;SP;Araraquara;-21,77;-48,56
Nova Granada;SP;São José do Rio Preto;-20,53;-49,31
Nova Guataporanga;SP;Dracena;-21,33;-51,64
Nova Independência;SP;Andradina;-21,1;-51,49
Novais;SP;Catanduva;-20,99;-48,91
Nova Luzitânia;SP;Araçatuba;-20,85;-50,26
Nova Odessa;SP;Campinas;-22,77;-47,29
Novo Horizonte;SP;Catanduva;-21,46;-49,22
Nuporanga;SP;Ribeirão Preto;-20,73;-47,73
Ocauçu;SP;Marília;-22,43;-49,92
Óleo;SP;Avaré;-22,94;-49,34
Olímpia;SP;Olímpia;-20,73;-48,91
Onda Verde;SP;São José do Rio Preto;-20,6;-49,29
Oriente;SP;Marília;-22,15;-50,09
Orindiúva;SP;São José do Rio Preto;-20,18;-49,35
Orlândia;SP;Ribeirão Preto;-20,72;-47,88
Osasco;SP;São Paulo;-23,53;-46,79
Oscar Bressane;SP;Marília;-22,31;-50,28
Osvaldo Cruz;SP;Osvaldo Cruz;-21,79;-50,87
Ourinhos;SP;Ourinhos;-22,97;-49,87
Ouroeste;SP;Fernandópolis;-20;-50,37
Ouro Verde;SP;Dracena;-21,48;-51,7
Pacaembu;SP;Adamantina;-21,56;-51,26
Palestina;SP;São José do Rio Preto;-20,39;-49,43
Palmares Paulista;SP;Catanduva;-21,08;-48,8
Palmeira d'Oeste;SP;Jales;-20,41;-50,76
Palmital;SP;Assis;-22,78;-50,21
Panorama;SP;Dracena;-21,35;-51,86
Paraguaçu Paulista;SP;Assis;-22,41;-50,57
Paraibuna;SP;São José dos Campos;-23,38;-45,66
Paraíso;SP;Catanduva;-21,01;-48,77
